"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","category"
"GO:0045668","negative regulation of osteoblast differentiation","17/2237","70/28891",1.81811924030016e-05,9.94451066086972e-05,5.16271281954428e-05,"Igfbp5/Axin2/Ahr/Ptch1/Hdac7/Tnf/Crim1/Bambi/Notch1/Fndc3b/Id3/Areg/Sfrp1/Fgfr1/Vegfc/Smad3/Smad6",17,"up_BP"
"GO:1901861","regulation of muscle tissue development","14/2237","57/28891",8.56993145278551e-05,0.000393819784367,0.000204452337443003,"Igfbp5/Bcl2/Gja1/Mef2c/Bmp4/Hdac7/Boc/Dll1/Lox/Adrb2/Lef1/Ppargc1a/Smad3/Usp19",14,"up_BP"
"GO:0032703","negative regulation of interleukin-2 production","9/2237","26/28891",9.13254241811918e-05,0.000417080777999372,0.000216528329326014,"Cd34/Tnfaip3/Tbx21/Sftpd/Hdac7/Gata3/Prnp/Zfp36/Homer2",9,"up_BP"
"GO:1901222","regulation of non-canonical NF-kappaB signal transduction","19/2237","106/28891",0.000470625998319842,0.00174606939900335,0.000906475459422979,"Il18r1/Ank3/Nlrp3/Edn1/Ptp4a3/Hdac7/Ager/Tnf/Il1b/Lime1/Tek/Zc3h12a/Trip6/Tcim/Adgrg3/Smpd3/Nfat5/Uaca/Tspan6",19,"up_BP"
"GO:0038061","non-canonical NF-kappaB signal transduction","21/2237","128/28891",0.00082612132995166,0.00283848038945862,0.00147360283420938,"Il18r1/Chi3l1/Ank3/Nlrp3/Edn1/Ptp4a3/Card10/Hdac7/Ager/Tnf/Il1b/Lime1/Tek/Zc3h12a/Trip6/Tcim/Adgrg3/Smpd3/Nfat5/Uaca/Tspan6",21,"up_BP"
"GO:0048634","regulation of muscle organ development","8/2237","29/28891",0.00125088254983652,0.00408331894624121,0.00211986328829616,"Gja1/Bmp4/Hdac7/Boc/Lox/Lef1/Il6/Smad3",8,"up_BP"
"GO:0016202","regulation of striated muscle tissue development","7/2237","24/28891",0.00176388466774716,0.00551017199882591,0.00286061693595133,"Gja1/Bmp4/Hdac7/Boc/Lox/Lef1/Smad3",7,"up_BP"
"GO:0009308","amine metabolic process","20/2237","129/28891",0.00219077534766003,0.00668237011477438,0.00346916595828437,"Kmo/Aoc2/Cyp2d22/Hdac10/Pde1b/Abat/Epas1/Slc1a1/Gata3/Nr4a2/Hdc/Npr1/Vcam1/Azin2/Inmt/Sult1a1/Ido1/Ednra/Cyp1a1/Maob",20,"up_BP"
"GO:0006576","biogenic amine metabolic process","17/2237","109/28891",0.00424893704471149,0.0120292218615976,0.00624499485513957,"Kmo/Aoc2/Cyp2d22/Hdac10/Pde1b/Abat/Epas1/Slc1a1/Gata3/Nr4a2/Hdc/Npr1/Azin2/Sult1a1/Ido1/Ednra/Maob",17,"up_BP"
"GO:1901862","negative regulation of muscle tissue development","5/2237","19/28891",0.0128563187720918,0.030912304247563,0.0160481852614948,"Igfbp5/Bmp4/Hdac7/Lef1/Usp19",5,"up_BP"
"GO:0048635","negative regulation of muscle organ development","4/2237","14/28891",0.0191147908988008,0.0434500078834085,0.0225571594579954,"Bmp4/Hdac7/Lef1/Il6",4,"up_BP"
"GO:1901223","negative regulation of non-canonical NF-kappaB signal transduction","6/2237","29/28891",0.0216584020486255,0.0485275416383171,0.0251931713747288,"Nlrp3/Hdac7/Zc3h12a/Adgrg3/Uaca/Tspan6",6,"up_BP"
"GO:0005080","protein kinase C binding","17/2184","62/28407",2.81000093546014e-06,4.86311452217538e-05,3.4636004739288e-05,"Cavin2/Irs1/Marcks/Pawr/Itgb3/Prkd1/Dact1/Adcy4/Hdac7/Adcy6/Pkp2/Abl1/Src/Sdc4/Hspb1/Cavin3/Flna",17,"up_MF"
"GO:0071889","14-3-3 protein binding","13/2184","50/28407",7.53370211409003e-05,0.00082486350698149,0.000587483107930114,"Kcnh1/Ksr1/Zfp36l1/Hdac7/Sik1/H2-Q1/H2-Q6/H2-Q7/Prkce/Dab2ip/Prkcz/Zfp36/Irs2",13,"up_MF"
"GO:0042826","histone deacetylase binding","21/2184","143/28407",0.00310326143369494,0.0190274258191696,0.0135516860202257,"Tcf21/Mier2/Hic1/Tbx2/Ikzf3/Lpin1/Dact1/Gli3/Mef2c/Mapk8/Hr/Hdac10/Hes1/Nrip1/Sik1/Zbtb7b/Lef1/Runx3/Chd5/Mef2b/Bex4",21,"up_MF"
