Node	ModuleColor	GeneSymbol	GeneName
217303	blue	Cd300a	CD300A molecule
217304	yellow	Cd300lb	CD300 molecule like family member B
217305	red	Cd300ld	CD300 molecule like family member d
140497	yellow	Cd300c2	CD300C molecule 2
382551	yellow	Cd300ld3	CD300 molecule like family member D3
217306	blue	Cd300e	CD300E molecule
246746	yellow	Cd300lf	CD300 molecule like family member F
26941	turquoise	Nherf1	NHERF family PDZ scaffold protein 1
66176	turquoise	Nat9	N-acetyltransferase 9 (GCN5-related, putative)
320534	red	Tmem104	transmembrane protein 104
14149	turquoise	Fdxr	ferredoxin reductase
328035	blue	Fads6	fatty acid desaturase domain family, member 6
217310	turquoise	Hid1	HID1 domain containing
237988	brown	Cdr2l	cerebellar degeneration-related protein 2-like
68572	turquoise	Mrpl58	mitochondrial ribosomal protein L58
71679	blue	Atp5pd	ATP synthase peripheral stalk subunit d
70382	green	Kctd2	potassium channel tetramerisation domain containing 2
217316	turquoise	Slc16a5	solute carrier family 16 (monocarboxylic acid transporters), member 5
276905	turquoise	Armc7	armadillo repeat containing 7
50773	blue	Nt5c	5',3'-nucleotidase, cytosolic
15374	blue	Jpt1	Jupiter microtubule associated homolog 1
170930	blue	Sumo2	small ubiquitin-like modifier 2
445007	turquoise	Nup85	nucleoporin 85
260302	turquoise	Gga3	golgi associated, gamma adaptin ear containing, ARF binding protein 3
50529	blue	Mrps7	mitchondrial ribosomal protein S7
69674	red	Mif4gd	MIF4G domain containing
67283	blue	Slc25a19	solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19
14784	blue	Grb2	growth factor receptor bound protein 2
100503586	brown	Gm11702	predicted gene 11702
71947	blue	Tmem94	transmembrane protein 94
140721	blue	Caskin2	CASK-interacting protein 2
76265	blue	Tsen54	tRNA splicing endonuclease subunit 54
217325	blue	Llgl2	LLGL2 scribble cell polarity complex component
170472	turquoise	Recql5	RecQ protein-like 5
57230	green	Sap30bp	SAP30 binding protein
192897	green	Itgb4	integrin beta 4
14635	blue	Galk1	galactokinase 1
217331	turquoise	Unk	unkempt family zinc finger
70450	blue	Unc13d	unc-13 homolog D
22378	turquoise	Wbp2	WW domain binding protein 2
217333	yellow	Trim47	tripartite motif-containing 47
338364	red	Trim65	tripartite motif-containing 65
60441	turquoise	Mrpl38	mitochondrial ribosomal protein L38
217335	blue	Fbf1	Fas binding factor 1
11430	turquoise	Acox1	acyl-Coenzyme A oxidase 1, palmitoyl
69535	blue	Ten1	TEN1 telomerase capping complex subunit
217337	brown	Srp68	signal recognition particle 68
53413	turquoise	Exoc7	exocyst complex component 7
217340	turquoise	Rnf157	ring finger protein 157
319370	turquoise	Ubald2	UBA-like domain containing 2
67763	blue	Prpsap1	phosphoribosyl pyrophosphate synthetase-associated protein 1
217342	turquoise	Ube2o	ubiquitin-conjugating enzyme E2O
217344	yellow	Rhbdf2	rhomboid 5 homolog 2
114886	red	Cygb	cytoglobin
66293	turquoise	Snhg16	small nucleolar RNA host gene 16
20446	turquoise	St6galnac2	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2
67622	brown	Mxra7	matrix-remodelling associated 7
107817	brown	Jmjd6	jumonji domain containing 6
74319	green	Mettl23	methyltransferase like 23
20382	turquoise	Srsf2	serine and arginine-rich splicing factor 2
69900	red	Mfsd11	major facilitator superfamily domain containing 11
76972	brown	Snhg20	small nucleolar RNA host gene 20
74136	blue	Sec14l1	SEC14-like lipid binding 1
53860	turquoise	Septin9	septin 9
217351	turquoise	Tnrc6c	trinucleotide repeat containing 6C
217353	turquoise	Tmc6	transmembrane channel-like gene family 6
217356	blue	Tmc8	transmembrane channel-like gene family 8
20973	yellow	Syngr2	synaptogyrin 2
21877	turquoise	Tk1	thymidine kinase 1
71562	turquoise	Afmid	arylformamidase
11799	turquoise	Birc5	baculoviral IAP repeat-containing 5
71776	brown	Tha1	threonine aldolase 1
12702	yellow	Socs3	suppressor of cytokine signaling 3
74451	turquoise	Pgs1	phosphatidylglycerophosphate synthase 1
19157	red	Cyth1	cytohesin 1
72344	red	Usp36	ubiquitin specific peptidase 36
21858	blue	Timp2	tissue inhibitor of metalloproteinase 2
19039	red	Lgals3bp	lectin, galactoside-binding, soluble, 3 binding protein
76025	brown	Cant1	calcium activated nucleotidase 1
56745	turquoise	C1qtnf1	C1q and tumor necrosis factor related protein 1
217364	turquoise	Engase	endo-beta-N-acetylglucosaminidase
12416	brown	Cbx2	chromobox 2
30951	brown	Cbx8	chromobox 8
12418	blue	Cbx4	chromobox 4
207592	turquoise	Tbc1d16	TBC1 domain family, member 16
14387	blue	Gaa	glucosidase, alpha, acid
192170	turquoise	Eif4a3	eukaryotic translation initiation factor 4A3
27029	blue	Sgsh	N-sulfoglucosamine sulfohydrolase (sulfamidase)
268512	brown	Slc26a11	solute carrier family 26, member 11
672511	yellow	Rnf213	ring finger protein 213
338371	brown	Endov	endonuclease V
74370	turquoise	Rptor	regulatory associated protein of MTOR, complex 1
208092	brown	Chmp6	charged multivesicular body protein 6
108100	turquoise	Baiap2	brain-specific angiogenesis inhibitor 1-associated protein 2
11302	blue	Aatk	apoptosis-associated tyrosine kinase
12009	brown	Cep131	centrosomal protein 131
78777	brown	Tepsin	TEPSIN, adaptor related protein complex 4 accessory protein
208501	brown	Ndufaf8	NADH:ubiquinone oxidoreductase complex assembly factor 8
72055	blue	Slc38a10	solute carrier family 38, member 10
100042332	turquoise	Reno1	regulator of early neurogenesis 1
268515	brown	Bahcc1	BAH domain and coiled-coil containing 1
11465	blue	Actg1	actin, gamma, cytoplasmic 1
71885	green	Faap100	Fanconi anemia core complex associated protein 100
217365	red	Nploc4	NPL4 homolog, ubiquitin recognition factor
66431	turquoise	Oxld1	oxidoreductase like domain containing 1
67291	blue	Ccdc137	coiled-coil domain containing 137
70317	blue	Arl16	ADP-ribosylation factor-like 16
15239	blue	Hgs	HGF-regulated tyrosine kinase substrate
56282	turquoise	Mrpl12	mitochondrial ribosomal protein L12
27376	turquoise	Slc25a10	solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10
192173	turquoise	Mcrip1	MAPK regulated corepressor interacting protein 1
18453	blue	P4hb	prolyl 4-hydroxylase, beta polypeptide
192662	blue	Arhgdia	Rho GDP dissociation inhibitor alpha
21681	turquoise	Alyref	Aly/REF export factor
66156	turquoise	Anapc11	anaphase promoting complex subunit 11
68671	turquoise	Pcyt2	phosphate cytidylyltransferase 2, ethanolamine
209011	turquoise	Sirt7	sirtuin 7
17134	turquoise	Mafg	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian)
68938	turquoise	Aspscr1	ASPSCR1 tether for SLC2A4, UBX domain containing
20892	blue	Cenpx	centromere protein X
217366	brown	Lrrc45	leucine rich repeat containing 45
67880	blue	Dcxr	dicarbonyl L-xylulose reductase
111241	turquoise	Hmga1b	high mobility group AT-hook 1B
19719	blue	Rfng	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
209318	blue	Gps1	G protein pathway suppressor 1
68730	turquoise	Dus1l	dihydrouridine synthase 1 like
14104	turquoise	Fasn	fatty acid synthase
71276	blue	Ccdc57	coiled-coil domain containing 57
80879	yellow	Slc16a3	solute carrier family 16 (monocarboxylic acid transporters), member 3
104318	red	Csnk1d	casein kinase 1, delta
12516	blue	Cd7	CD7 antigen
209588	yellow	Sectm1a	secreted and transmembrane 1A
66179	turquoise	Ogfod3	2-oxoglutarate and iron-dependent oxygenase domain containing 3
238023	blue	Hexd	hexosaminidase D
217370	blue	Cybc1	cytochrome b 245 chaperone 1
67608	turquoise	Narf	nuclear prelamin A recognition factor
68837	blue	Foxk2	forkhead box K2
66840	turquoise	Wdr45b	WD repeat domain 45B
238024	blue	Fn3krp	fructosamine 3 kinase related protein
63828	turquoise	Fn3k	fructosamine 3 kinase
108903	brown	Tbcd	tubulin-specific chaperone d
210004	turquoise	B3gntl1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1
210029	yellow	Metrnl	meteorin, glial cell differentiation regulator-like
74173	brown	Rab10os	RAB10, member RAS oncogene family, opposite strand
19325	blue	Rab10	RAB10, member RAS oncogene family
16570	turquoise	Kif3c	kinesin family member 3C
100043040	brown	1110002L01Rik	RIKEN cDNA 1110002L01 gene
75302	turquoise	Asxl2	ASXL transcriptional regulator 2
13528	turquoise	Dtnb	dystrobrevin, beta
13435	blue	Dnmt3a	DNA methyltransferase 3A
217378	turquoise	Dnajc27	DnaJ heat shock protein family (Hsp40) member C27
104111	blue	Adcy3	adenylate cyclase 3
52504	turquoise	Cenpo	centromere protein O
69709	turquoise	Ptrhd1	peptidyl-tRNA hydrolase domain containing 1
17977	green	Ncoa1	nuclear receptor coactivator 1
20403	turquoise	Itsn2	intersectin 2
66055	turquoise	Sf3b6	splicing factor 3B, subunit 6
14226	blue	Fkbp1b	FK506 binding protein 1b
238037	blue	Wdcp	WD repeat and coiled coil containing
432628	turquoise	Mfsd2b	MFSD2 lysolipid transporter B, sphingolipid
217379	blue	Ubxn2a	UBX domain protein 2A
320817	blue	Atad2b	ATPase family, AAA domain containing 2B
238055	turquoise	Apob	apolipoprotein B
68832	blue	Ldah	lipid droplet associated hydrolase
58240	turquoise	Hs1bp3	HCLS1 binding protein 3
11852	red	Rhob	ras homolog family member B
80913	blue	Pum2	pumilio RNA-binding family member 2
20969	turquoise	Sdc1	syndecan 1
17775	turquoise	Laptm4a	lysosomal-associated protein transmembrane 4A
74682	turquoise	Wdr35	WD repeat domain 35
75516	turquoise	Ttc32	tetratricopeptide repeat domain 32
105014	turquoise	Rdh14	retinol dehydrogenase 14 (all-trans and 9-cis)
209334	green	Gen1	GEN1, Holliday junction 5' flap endonuclease
67241	blue	Smc6	structural maintenance of chromosomes 6
76820	blue	Cyria	CYFIP related Rac1 interactor A
18109	black	Mycn	v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived
104721	red	Ddx1	DEAD box helicase 1
71169	turquoise	Nbas	neuroblastoma amplified sequence
105005	red	Lratd1	LRAT domain containing 1
217410	turquoise	Trib2	tribbles pseudokinase 2
14245	turquoise	Lpin1	lipin 1
50496	turquoise	E2f6	E2F transcription factor 6
19878	black	Rock2	Rho-associated coiled-coil containing protein kinase 2
217430	blue	Slc66a3	solute carrier family 66 member 3
71853	red	Pdia6	protein disulfide isomerase associated 6
217431	turquoise	Nol10	nucleolar protein 10
18263	turquoise	Odc1	ornithine decarboxylase, structural 1
53602	yellow	Hpcal1	hippocalcin-like 1
668525	pink	Gm9222	predicted gene 9222
100043324	turquoise	Bnip3l-ps	BCL2/adenovirus E1B interacting protein 3-like, pseudogene
211914	turquoise	Asap2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2
16413	blue	Itgb1bp1	integrin beta 1 binding protein 1
54451	turquoise	Cpsf3	cleavage and polyadenylation specificity factor 3
67732	blue	Iah1	isoamyl acetate-hydrolyzing esterase 1 homolog
11491	yellow	Adam17	a disintegrin and metallopeptidase domain 17
22630	turquoise	Ywhaq	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta
21340	turquoise	Taf1b	TATA-box binding protein associated factor, RNA polymerase I, B
195733	yellow	Grhl1	grainyhead like transcription factor 1
194655	grey	Klf11	Kruppel-like transcription factor 11
12879	turquoise	Cys1	cystin 1
20135	turquoise	Rrm2	ribonucleotide reductase M2
77480	green	Kidins220	kinase D-interacting substrate 220
15902	blue	Id2	inhibitor of DNA binding 2
108089	turquoise	Rnf144a	ring finger protein 144A
58185	blue	Rsad2	radical S-adenosyl methionine domain containing 2
22169	blue	Cmpk2	cytidine/uridine monophosphate kinase 2
20115	turquoise	Rps7	ribosomal protein S7
19819	brown	Rnaseh1	ribonuclease H1
104923	turquoise	Adi1	acireductone dioxygenase 1
217449	brown	Trappc12	trafficking protein particle complex 12
380752	turquoise	Eipr1	EARP complex and GARP complex interacting protein 1
69675	turquoise	Pxdn	peroxidasin
211986	yellow	Tmem18	transmembrane protein 18
11431	yellow	Acp1	acid phosphatase 1, soluble
24057	brown	Sh3yl1	Sh3 domain YSC-like 1
16777	turquoise	Lamb1	laminin B1
13382	blue	Dld	dihydrolipoamide dehydrogenase
104836	turquoise	Cbll1	Casitas B-lineage lymphoma-like 1
12033	turquoise	Bcap29	B cell receptor associated protein 29
71916	brown	Dus4l	dihydrouridine synthase 4 like
238123	black	Cog5	component of oligomeric golgi complex 5
73389	turquoise	Hbp1	high mobility group box transcription factor 1
19088	turquoise	Prkar2b	protein kinase, cAMP dependent regulatory, type II beta
30955	turquoise	Pik3cg	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma
72123	blue	Ccdc71l	coiled-coil domain containing 71 like
59027	red	Nampt	nicotinamide phosphoribosyltransferase
100504486	yellow	Gdap10	ganglioside-induced differentiation-associated-protein 10
19027	turquoise	Sypl1	synaptophysin like 1
380753	turquoise	Atxn7l1	ataxin 7-like 1
28071	blue	Polr1f	RNA polymerase I subunit F
79221	turquoise	Hdac9	histone deacetylase 9
217463	blue	Snx13	sorting nexin 13
11622	turquoise	Ahr	aryl-hydrocarbon receptor
66109	turquoise	Tspan13	tetraspanin 13
66912	turquoise	Bzw2	basic leucine zipper and W2 domains 2
217473	brown	Ankmy2	ankyrin repeat and MYND domain containing 2
75847	green	Crppa	CDP-L-ribitol pyrophosphorylase A
319660	turquoise	Agmo	alkylglycerol monooxygenase
14009	brown	Etv1	ets variant 1
11861	yellow	Arl4a	ADP-ribosylation factor-like 4A
15982	yellow	Ifrd1	interferon-related developmental regulator 1
246196	turquoise	Zfp277	zinc finger protein 277
238130	turquoise	Dock4	dedicator of cytokinesis 4
93757	turquoise	Immp2l	IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)
16981	brown	Lrrn3	leucine rich repeat protein 3, neuronal
27362	blue	Dnajb9	DnaJ heat shock protein family (Hsp40) member B9
67452	turquoise	Pnpla8	patatin-like phospholipase domain containing 8
217517	blue	Stxbp6	syntaxin binding protein 6 (amisyn)
217536	brown	Gm1818	predicted gene 1818
217558	turquoise	G2e3	G2/M-phase specific E3 ubiquitin ligase
76983	blue	Scfd1	Sec1 family domain containing 1
94186	red	Strn3	striatin, calmodulin binding protein 3
11782	yellow	Ap4s1	adaptor-related protein complex AP-4, sigma 1
207304	turquoise	Hectd1	HECT domain E3 ubiquitin protein ligase 1
544864	black	Gm5785	predicted gene 5785
320487	blue	Heatr5a	HEAT repeat containing 5A
328092	brown	Dtd2	D-tyrosyl-tRNA deacylase 2
76826	brown	Nubpl	nucleotide binding protein-like
11855	turquoise	Arhgap5	Rho GTPase activating protein 5
112407	turquoise	Egln3	egl-9 family hypoxia-inducible factor 3
104725	turquoise	Sptssa	serine palmitoyltransferase, small subunit A
66266	grey	Eapp	E2F-associated phosphoprotein
72183	yellow	Snx6	sorting nexin 6
12632	turquoise	Cfl2	cofilin 2, muscle
217578	turquoise	Baz1a	bromodomain adjacent to zinc finger domain 1A
72658	blue	2700097O09Rik	RIKEN cDNA 2700097O09 gene
24067	black	Srp54a	signal recognition particle 54A
100101806	blue	Srp54c	signal recognition particle 54C
59032	brown	Ppp2r3c	protein phosphatase 2, regulatory subunit B'', gamma
66132	turquoise	Prorp	protein only RNase P catalytic subunit
26443	blue	Psma6	proteasome subunit alpha 6
18035	blue	Nfkbia	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha
56784	blue	Ralgapa1	Ral GTPase activating protein, alpha subunit 1
52592	blue	Brms1l	breast cancer metastasis-suppressor 1-like
217588	turquoise	Mbip	MAP3K12 binding inhibitory protein 1
217593	yellow	Slc25a21	solute carrier family 25 (mitochondrial oxodicarboxylate carrier), member 21
328099	red	Prps1l3	phosphoribosyl pyrophosphate synthetase 1-like 3
73490	brown	Mipol1	mirror-image polydactyly 1
66864	turquoise	Clec14a	C-type lectin domain family 14, member a
20334	turquoise	Sec23a	SEC23 homolog A, COPII coat complex component
66603	brown	Gemin2	gem nuclear organelle associated protein 2
78232	brown	Trappc6b	trafficking protein particle complex 6B
18949	turquoise	Pnn	pinin
70611	blue	Fbxo33	F-box protein 33
217648	brown	Gm527	predicted gene 527
66689	brown	Klhl28	kelch-like 28
328108	brown	Togaram1	TOG array regulator of axonemal microtubules 1
328110	red	Prpf39	pre-mRNA processing factor 39
30795	brown	Fkbp3	FK506 binding protein 3
104806	turquoise	Fancm	Fanconi anemia, complementation group M
217653	turquoise	Mis18bp1	MIS18 binding protein 1
20090	turquoise	Rps29	ribosomal protein S29
66483	blue	Rpl36al	ribosomal protein L36A-like
217664	green	Mgat2	mannoside acetylglucosaminyltransferase 2
109065	turquoise	Dnaaf2	dynein, axonemal assembly factor 2
414085	red	9330151L19Rik	RIKEN cDNA 9330151L19 gene
18974	blue	Pole2	polymerase (DNA directed), epsilon 2 (p59 subunit)
271005	turquoise	Klhdc1	kelch domain containing 1
69554	brown	Klhdc2	kelch domain containing 2
66244	turquoise	Nemf	nuclear export mediator factor
11845	blue	Arf6	ADP-ribosylation factor 6
207965	turquoise	Vcpkmt	valosin containing protein lysine (K) methyltransferase
20663	yellow	Sos2	SOS Ras/Rho guanine nucleotide exchange factor 2
217666	turquoise	L2hgdh	L-2-hydroxyglutarate dehydrogenase
68055	brown	Dmac2l	distal membrane arm assembly component 2 like
399510	turquoise	Map4k5	mitogen-activated protein kinase kinase kinase kinase 5
73991	brown	Atl1	atlastin GTPase 1
64010	blue	Sav1	salvador family WW domain containing 1
18080	blue	Nin	ninein
110095	blue	Pygl	liver glycogen phosphorylase
72736	turquoise	Tmx1	thioredoxin-related transmembrane protein 1
319710	brown	Frmd6	FERM domain containing 6
56444	brown	Actr10	ARP10 actin-related protein 10
19167	red	Psma3	proteasome subunit alpha 3
73204	blue	3110056K07Rik	RIKEN cDNA 3110056K07 gene
238247	turquoise	Arid4a	AT-rich interaction domain 4A
30056	brown	Timm9	translocase of inner mitochondrial membrane 9
76967	black	2700049A03Rik	RIKEN cDNA 2700049A03 gene
59036	blue	Dact1	dishevelled-binding antagonist of beta-catenin 1
208846	turquoise	Daam1	dishevelled associated activator of morphogenesis 1
67217	blue	L3hypdh	L-3-hydroxyproline dehydratase (trans-)
104771	turquoise	Jkamp	JNK1/MAPK8-associated membrane protein
104001	turquoise	Rtn1	reticulon 1
67708	turquoise	Pcnx4	pecanex homolog 4
66375	blue	Dhrs7	dehydrogenase/reductase 7
19042	blue	Ppm1a	protein phosphatase 1A, magnesium dependent, alpha isoform
17420	brown	Mnat1	menage a trois 1
76357	grey	Trmt5	TRM5 tRNA methyltransferase 5
625098	blue	Slc38a6	solute carrier family 38, member 6
18755	blue	Prkch	protein kinase C, eta
15251	yellow	Hif1a	hypoxia inducible factor 1, alpha subunit
75627	blue	Snapc1	small nuclear RNA activating complex, polypeptide 1
80837	brown	Rhoj	ras homolog family member J
26932	blue	Ppp2r5e	protein phosphatase 2, regulatory subunit B', epsilon
72338	turquoise	Wdr89	WD repeat domain 89
81535	turquoise	Sgpp1	sphingosine-1-phosphate phosphatase 1
319565	turquoise	Syne2	spectrin repeat containing, nuclear envelope 2
108156	turquoise	Mthfd1	methylenetetrahydrofolate dehydrogenase (NADP+ dependent), methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthase
109929	turquoise	Zbtb25	zinc finger and BTB domain containing 25
268564	turquoise	Zbtb1	zinc finger and BTB domain containing 1
15512	brown	Hspa2	heat shock protein 2
263406	blue	Plekhg3	pleckstrin homology domain containing, family G (with RhoGef domain) member 3
20741	turquoise	Sptb	spectrin beta, erythrocytic
211151	brown	Churc1	churchill domain containing 1
110606	turquoise	Fntb	farnesyltransferase, CAAX box, beta
17187	blue	Max	Max protein
53618	turquoise	Fut8	fucosyltransferase 8
268566	turquoise	Gphn	gephyrin
56217	blue	Pals1	protein associated with LIN7 1, MAGUK family member
73834	yellow	Atp6v1d	ATPase, H+ transporting, lysosomal V1 subunit D
13665	turquoise	Eif2s1	eukaryotic translation initiation factor 2, subunit 1 alpha
27260	blue	Plek2	pleckstrin 2
268567	blue	Tmem229b	transmembrane protein 229B
110417	blue	Pigh	phosphatidylinositol glycan anchor biosynthesis, class H
11847	blue	Arg2	arginase type II
53612	turquoise	Vti1b	vesicle transport through interaction with t-SNAREs 1B
17252	turquoise	Rdh11	retinol dehydrogenase 11
211978	turquoise	Zfyve26	zinc finger, FYVE domain containing 26
19363	turquoise	Rad51b	RAD51 paralog B
12192	turquoise	Zfp36l1	zinc finger protein 36, C3H type-like 1
69548	blue	2310015A10Rik	RIKEN cDNA 2310015A10 gene
109711	blue	Actn1	actinin, alpha 1
320808	turquoise	Dcaf5	DDB1 and CUL4 associated factor 5
97827	blue	Exd2	exonuclease 3'-5' domain containing 2
13877	turquoise	Erh	ERH mRNA splicing and mitosis factor
328133	blue	Slc39a9	solute carrier family 39 (zinc transporter), member 9
217684	yellow	Susd6	sushi domain containing 6
20384	yellow	Srsf5	serine and arginine-rich splicing factor 5
64075	turquoise	Smoc1	SPARC related modular calcium binding 1
66272	brown	Cox16	cytochrome c oxidase assembly protein 16
24071	turquoise	Synj2bp	synaptojanin 2 binding protein
69792	brown	Med6	mediator complex subunit 6
54604	turquoise	Pcnx	pecanex homolog
217692	turquoise	Sipa1l1	signal-induced proliferation-associated 1 like 1
70127	black	Dpf3	double PHD fingers 3
73828	turquoise	Dcaf4	DDB1 and CUL4 associated factor 4
217695	turquoise	Zfyve1	zinc finger, FYVE domain containing 1
67039	turquoise	Rbm25	RNA binding motif protein 25
19164	red	Psen1	presenilin 1
18222	turquoise	Numb	NUMB endocytic adaptor protein
71952	turquoise	Riox1	ribosomal oxygenase 1
171210	blue	Acot2	acyl-CoA thioesterase 2
26897	blue	Acot1	acyl-CoA thioesterase 1
217700	brown	Acot6	acyl-CoA thioesterase 6
105000	brown	Dnal1	dynein, axonemal, light chain 1
238317	turquoise	Mideas	mitotic deacetylase associated SANT domain protein
77219	turquoise	Ptgr2	prostaglandin reductase 2
52708	turquoise	Zfp410	zinc finger protein 410
217707	turquoise	Coq6	coenzyme Q6 monooxygenase
12499	turquoise	Entpd5	ectonucleoside triphosphate diphosphohydrolase 5
66381	turquoise	Rnf113a2	ring finger protein 113A2
104776	turquoise	Aldh6a1	aldehyde dehydrogenase family 6, subfamily A1
217708	black	Lin52	lin-52 DREAM MuvB core complex component
19300	blue	Abcd4	ATP-binding cassette, sub-family D member 4
67963	yellow	Npc2	NPC intracellular cholesterol transporter 2
74316	yellow	Isca2	iron-sulfur cluster assembly 2
16997	blue	Ltbp2	latent transforming growth factor beta binding protein 2
68497	yellow	Arel1	apoptosis resistant E3 ubiquitin protein ligase 1
73736	blue	Fcf1	FCF1 rRNA processing protein
56531	blue	Ylpm1	YLP motif containing 1
73422	brown	Prox2	prospero homeobox 2
78920	blue	Dlst	dihydrolipoamide S-succinyltransferase
238323	blue	Rps6kl1	ribosomal protein S6 kinase-like 1
217715	turquoise	Eif2b2	eukaryotic translation initiation factor 2B, subunit 2 beta
217716	blue	Mlh3	mutL homolog 3
66204	blue	Acyp1	acylphosphatase 1
72350	turquoise	Zc2hc1c	zinc finger, C2HC-type containing 1C
217718	turquoise	Nek9	NIMA (never in mitosis gene a)-related expressed kinase 9
68581	blue	Tmed10	transmembrane p24 trafficking protein 10
14281	yellow	Fos	FBJ osteosarcoma oncogene
81703	blue	Jdp2	Jun dimerization protein 2
53314	pink	Batf	basic leucine zipper transcription factor, ATF-like
217721	blue	Flvcr2	feline leukemia virus subgroup C cellular receptor 2
58520	turquoise	Erg28	ergosterol biosynthesis 28
320244	blue	Ttll5	tubulin tyrosine ligase-like family, member 5
21809	brown	Tgfb3	transforming growth factor, beta 3
76411	brown	Ift43	intraflagellar transport 43
70373	brown	Gpatch2l	G patch domain containing 2 like
238328	turquoise	Vash1	vasohibin 1
68737	turquoise	Angel1	angel homolog 1
238330	green	Irf2bpl	interferon regulatory factor 2 binding protein-like
217732	brown	Cipc	CLOCK interacting protein, circadian
217734	turquoise	Pomt2	protein-O-mannosyltransferase 2
14874	turquoise	Gstz1	glutathione transferase zeta 1 (maleylacetoacetate isomerase)
382620	turquoise	Tmed8	transmembrane p24 trafficking protein 8
104799	turquoise	Vipas39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog
217737	grey	Ahsa1	AHA1, activator of heat shock protein ATPase 1
20773	brown	Sptlc2	serine palmitoyltransferase, long chain base subunit 2
211064	blue	Alkbh1	alkB homolog 1, histone H2A dioxygenase
380773	brown	Slirp	SRA stem-loop interacting RNA binding protein
66354	turquoise	Snw1	SNW domain containing 1
72113	turquoise	Adck1	aarF domain containing kinase 1
75216	turquoise	Cep128	centrosomal protein 128
83602	blue	Gtf2a1	general transcription factor II A, 1
108800	blue	Ston2	stonin 2
20338	turquoise	Sel1l	sel-1 suppressor of lin-12-like (C. elegans)
399558	pink	Flrt2	fibronectin leucine rich transmembrane protein 2
14420	yellow	Galc	galactosylceramidase
14744	blue	Gpr65	G-protein coupled receptor 65
104871	black	Spata7	spermatogenesis associated 7
24000	turquoise	Ptpn21	protein tyrosine phosphatase, non-receptor type 21
75553	brown	Zc3h14	zinc finger CCCH type containing 14
319670	red	Eml5	echinoderm microtubule associated protein like 5
76260	turquoise	Ttc8	tetratricopeptide repeat domain 8
71375	brown	Foxn3	forkhead box N3
104884	turquoise	Tdp1	tyrosyl-DNA phosphodiesterase 1
217826	blue	Kcnk13	potassium channel, subfamily K, member 13
19179	turquoise	Psmc1	protease (prosome, macropain) 26S subunit, ATPase 1
217827	brown	Nrde2	nrde-2 necessary for RNA interference, domain containing
12313	blue	Calm1	calmodulin 1
104718	blue	Ttc7b	tetratricopeptide repeat domain 7B
73086	turquoise	Rps6ka5	ribosomal protein S6 kinase, polypeptide 5
217830	turquoise	Dglucy	D-glutamate cyclase
238377	brown	Gpr68	G protein-coupled receptor 68
68339	blue	Ccdc88c	coiled-coil domain containing 88C
68734	yellow	Ppp4r3a	protein phosphatase 4 regulatory subunit 3A
319760	turquoise	D130020L05Rik	RIKEN cDNA D130020L05 gene
23876	red	Fbln5	fibulin 5
109181	turquoise	Trip11	thyroid hormone receptor interactor 11
110616	yellow	Atxn3	ataxin 3
51786	turquoise	Cpsf2	cleavage and polyadenylation specific factor 2
217835	turquoise	Rin3	Ras and Rab interactor 3
19141	yellow	Lgmn	legumain
27277	brown	Golga5	golgin A5
217837	red	Itpk1	inositol 1,3,4-triphosphate 5/6 kinase
320351	blue	Lyset	lysosomal enzyme trafficking factor
100233175	brown	Gon7	GON7 subunit of KEOPS complex
66622	turquoise	Ubr7	ubiquitin protein ligase E3 component n-recognin 7 (putative)
238386	yellow	Btbd7	BTB domain containing 7
65256	turquoise	Asb2	ankyrin repeat and SOCS box-containing 2
68149	turquoise	Otub2	OTU domain, ubiquitin aldehyde binding 2
27225	blue	Ddx24	DEAD box helicase 24
52668	blue	Ifi27	interferon, alpha-inducible protein 27
76933	blue	Ifi27l2a	interferon, alpha-inducible protein 27 like 2A
217847	turquoise	Serpina10	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10
12401	turquoise	Serpina6	serine (or cysteine) peptidase inhibitor, clade A, member 6
20701	turquoise	Serpina1b	serine (or cysteine) preptidase inhibitor, clade A, member 1B
20703	turquoise	Serpina1d	serine (or cysteine) peptidase inhibitor, clade A, member 1D
20700	turquoise	Serpina1a	serine (or cysteine) peptidase inhibitor, clade A, member 1A
20702	turquoise	Serpina1c	serine (or cysteine) peptidase inhibitor, clade A, member 1C
20704	turquoise	Serpina1e	serine (or cysteine) peptidase inhibitor, clade A, member 1E
